,hash,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,keyword_buggy_fixes,fastread_buggy_fixes,human_buggy_fixes
2390,e0307aa0b8d1e237305b5a94beb722d589421ef1,1,1,1,0.0,3,5,62.0,47,24.652071759259258,5,200.0,1.0405645419892307,176,0,0,0
2391,be5d599b79d8bf4d73773daa2f4a57124ed150ec,1,1,1,0.0,116,129,409.0,47,24.65452546296296,24,201.0,1.0405605048656175,177,0,0,0
2392,db2cc3cb33d85799b12e5146ac1a7303f73d4d7a,1,1,1,0.0,93,91,268.0,47,24.659108796296298,9,202.0,1.0405529659754045,178,0,0,0
2393,e9f0cb9564d6b2ec9379db0a787846fb5067c2ed,1,1,1,0.0,39,161,232.0,47,22.939583333333335,16,203.0,1.0435927708654982,179,0,0,0
2394,141dc1159cc82e548c5b301f83fed96e79345015,1,1,2,0.7798556012526701,246,282,315.0,47,24.48328125,45,204.5,1.0318004816051323,181,1,1,1
2395,318ec85acc9f005e5ee8807f55cda0732bf0d92e,1,2,2,0.3159971329784247,20,15,1006.0,49,-37.5445949074074,572,10402.5,0.981617925655974,5788,0,0,0
2396,7049b087e910404ab07a6721529e9f072a91b42d,2,2,4,1.0728332234750502,291,3,29.5,47,38.69076967592593,35,1.5,0.7548461170860777,2,1,0,1
2397,9b11a67d42ad4f8dd07d90d67448b988b5c55700,1,1,1,0.0,37,8,63.0,47,0.9325231481481482,1,4.0,2.0723594389971454,1,1,0,0
2398,b270733d1e2c7717654c5d61f50e20ce5e8eb3b9,1,1,1,0.0,5,12,215.0,47,0.9328240740740741,1,5.0,2.072013499429252,3,0,0,0
2399,53edb84fe7c6e81c96b281ad68dea033f2229e49,2,2,2,0.3591016256485496,32,12,150.0,47,0.1500925925925926,4,6.5,6.000258332656747,2,1,0,0
2400,20257f3ab6f3422ce20e16244a70dc2a97ed2210,1,1,1,0.0,3,4,87.0,47,1.0874189814814814,22,8.0,1.919608740540483,5,0,0,0
2401,bad5eaaebc9115823b7608438fb2ea6ab64e0648,1,1,1,0.0,33,61,209.0,47,0.01855324074074074,3,9.0,54.898939488459135,6,0,0,0
2402,211a2e0ee835463ce55a5f521ffd532da56b0716,1,1,1,0.0,1,0,181.0,47,0.041296296296296296,4,10.0,25.2152466367713,7,0,0,0
2403,7dba4c520a1e4401ec3138a712de3f5171cad695,1,1,1,0.0,53,60,1130.0,47,13.230902777777779,49,2048.0,1.0755806324629313,744,0,0,0
2404,49aaf082578fe3947a7d6a41ff6ec7c5feb2caee,1,1,1,0.0,289,359,814.0,47,29.47716435185185,59,206.0,1.033924565743963,182,1,1,1
2405,3703d7d3b1c00f203539fbf5d71e61e0ec2a5b21,1,1,1,0.0,54,82,492.0,47,31.211689814814815,37,207.0,1.03203927778128,183,1,1,1
2406,b2ac8887fd7cef70a7447962f76d5216d0c1a787,1,1,1,0.0,126,108,265.0,47,32.54673611111111,7,208.0,1.0307250471010705,184,0,0,0
2407,b786cd3b22633d7faa5748d9642157443c780d22,1,1,2,0.7871265862012691,10,7,616.5,47,3.9694675925925926,67,2049.5,1.8012025125154856,746,0,0,0
2408,383e2ee4694b23e22b85c7f7a08f780ea96f6798,2,2,2,0.8835850861052532,19,34,146.5,47,0.9762789351851853,8,11.5,1.7844177796308083,3,1,0,0
2409,c95ad7bb9612b6d8ec4e41b861d412879e9b63b9,1,1,1,0.0,70,74,107.0,47,0.020520833333333332,4,13.0,49.73096446700508,4,0,0,0
2410,75d42ca2dcdabd8bd261fe04234b87ffe6b47577,2,2,4,2.0,4,0,384.0,48,59.190355902777775,606,15.5,1.0204131375256047,6,0,0,0
2411,c791a5c81c42670791971900b4d16033af35c775,1,1,1,0.0,4,4,171.0,47,0.0366087962962963,6,18.0,28.315839392981346,11,1,1,1
2412,72f7605627d5263091b4657f6ea7915f4693d22c,1,1,1,0.0,2,1,171.0,47,0.023194444444444445,7,19.0,44.11377245508982,12,0,0,0
2413,446514ce8e142371d35d02a4495f11ac40cc7810,1,1,1,0.0,1,1,172.0,47,0.0011689814814814816,8,20.0,856.4455445544554,13,0,0,0
2414,6c8aa3665377cc98e31bbe8d00112863147de5a1,1,1,1,0.0,1,1,172.0,47,0.0008680555555555555,9,21.0,1153.0,14,0,0,0
2415,b138532d712a5e135fe23ea20c3cb409ddfebd0a,1,1,1,0.0,4,7,1296.0,47,11.106087962962963,36,2051.0,1.0900407059024602,747,0,0,0
2416,363c94f7c5533582e89ed9ed13777b5fa3eb7f48,1,1,1,0.0,18,19,149.0,47,7.371203703703704,15,209.0,1.13566305317238,185,0,0,0
